Date,AI_Platform,Active_Users,New_Users,Churned_Users,Daily_Churn_Rate,Retention_Rate,Query_Type,Input_Text,Response_Tokens,Topic_Category,User_Rating,User_Experience_Score,Session_Duration_sec,Language,Response_Accuracy,Response_Speed_sec,Response_Time_Category,Correction_Needed,User_Return_Frequency,Customer_Support_Interactions,Region
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about personal finance,84,專業寫作,4,1.3,35,德文,0.7435,3.28,Standard,0,2,0,Norway
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about personal finance,409,專業寫作,5,1.7,12,英文,0.7601,3.28,Standard,0,4,1,Korea
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about climate change,411,生成內容,4,1.3,17,法文,0.8199,3.14,Standard,0,4,2,Lao People's Democratic Republic
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about personal finance,217,生成內容,4,1.3,10,英文,0.785,3,Standard,0,10,3,Panama
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about personal finance,261,專業寫作,4,1.3,27,法文,0.754,3.08,Standard,0,7,2,Lebanon
6,ChatGPT,650000,32500,32500,0.05,0.95,General,What are the 最好的做法 for personal finance?,383,最好的做法,5,1.7,12,法文,0.8204,3.16,Standard,1,7,1,Armenia
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Explain climate change in simple terms,155,教育,4,1.3,27,西班牙文,0.8164,3.02,Standard,0,7,1,Palestinian Territory
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about personal finance,346,生成內容,5,1.7,27,西班牙文,0.7635,2.9,Standard,0,6,1,Bulgaria
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about climate change,122,生成內容,5,1.7,34,西班牙文,0.7538,3.2,Standard,1,1,1,Pakistan
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about climate change,388,生成內容,3,0.9,39,德文,0.7602,3.28,Standard,0,10,1,Solomon Islands
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about AI ethics,204,生成內容,3,0.9,12,西班牙文,0.7474,2.97,Standard,0,9,2,Sao Tome and Principe
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about climate change,229,專業寫作,3,0.9,36,西班牙文,0.7936,3.08,Standard,1,5,1,Greenland
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about personal finance,145,專業寫作,3,0.9,37,英文,0.8201,3.09,Standard,1,5,0,Botswana
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Explain climate change in simple terms,321,教育,3,0.9,11,中文,0.7512,3.13,Standard,0,6,1,Germany
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about personal finance,363,專業寫作,5,1.7,32,中文,,3.26,Standard,0,6,1,British Indian Ocean Territory (Chagos Archipelago)
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about AI ethics,456,專業寫作,3,0.9,27,西班牙文,0.749,3.19,Standard,0,6,0,Saint Martin
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement neural networks in Python?,435,協助實作,5,2.07,29,德文,,1.31,Fast,0,4,2,Paraguay
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Optimize this neural networks code:,272,code優化,5,2.07,25,西班牙文,0.9368,1.5,Fast,0,4,1,Greenland
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement neural networks in Python?,329,協助實作,5,2.07,33,英文,0.9004,1.5,Fast,0,2,1,Taiwan
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in SQL optimization:,398,debug,5,2.07,29,德文,,1.56,Fast,0,9,1,Botswana
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in SQL optimization:,470,debug,5,2.07,34,德文,0.8933,1.23,Fast,0,5,1,Cyprus
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement SQL optimization in Python?,196,協助實作,5,2.07,19,中文,0.8729,1.23,Fast,0,5,0,Comoros
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain REST APIs algorithm,218,解說演算法,5,2.07,47,中文,0.8973,1.26,Fast,0,5,2,Cote d'Ivoire
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in REST APIs:,355,debug,5,2.07,35,西班牙文,0.9457,1.34,Fast,0,4,1,Cameroon
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Optimize this neural networks code:,404,code優化,5,2.07,53,英文,0.8733,1.43,Fast,0,5,1,Australia
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement REST APIs in Python?,271,協助實作,5,2.07,11,法文,0.8764,1.62,Fast,0,6,0,Saint Helena
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Optimize this REST APIs code:,362,code優化,5,2.07,42,法文,,1.41,Fast,0,10,3,Bosnia and Herzegovina
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in REST APIs:,375,debug,5,2.07,45,中文,0.9233,1.49,Fast,0,9,1,Saint Barthelemy
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain SQL optimization algorithm,436,解說演算法,4,1.67,20,德文,0.9056,1.6,Fast,0,5,0,Wallis and Futuna
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,What are the 最好的做法 for AI ethics?,79,最好的做法,3,0.72,9,英文,0.8389,4.2,Standard,0,8,1,Morocco
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Explain climate change in simple terms,459,教育,3,0.72,10,法文,0.8368,4.17,Standard,1,3,1,Jamaica
10,DeepSeek,650000,65000,13000,0.02,0.95,General,How to implement REST APIs in Python?,431,協助實作,5,1.97,15,西班牙文,0.8863,1.74,Fast,0,7,3,Montenegro
10,DeepSeek,650000,65000,13000,0.02,0.95,General,How to implement SQL optimization in Python?,318,協助實作,5,1.97,32,英文,0.9087,2,Fast,0,2,0,Guam
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Optimize this REST APIs code:,433,code優化,5,1.97,53,德文,0.9095,1.86,Fast,0,4,0,United States of America
10,DeepSeek,650000,65000,13000,0.02,0.95,General,How to implement REST APIs in Python?,457,協助實作,5,1.97,46,德文,0.8409,1.95,Fast,0,6,1,New Zealand
10,DeepSeek,650000,65000,13000,0.02,0.95,General,How to implement neural networks in Python?,181,協助實作,5,1.97,26,法文,0.9095,2.06,Fast,0,1,2,Zambia
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Explain SQL optimization algorithm,477,解說演算法,5,1.97,44,中文,0.8862,2.06,Fast,1,5,0,Bahamas
10,DeepSeek,650000,65000,13000,0.02,0.95,General,How to implement neural networks in Python?,155,協助實作,5,1.97,16,中文,0.881,2.02,Fast,0,5,0,Cambodia
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Debug this error in REST APIs:,137,debug,5,1.97,49,英文,0.911,1.75,Fast,0,8,3,United Arab Emirates
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about personal finance,449,生成內容,3,0.81,28,法文,0.855,3.53,Standard,0,8,1,Slovakia (Slovak Republic)
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for AI ethics?,100,最好的做法,3,0.81,20,西班牙文,0.8693,3.49,Standard,0,1,2,Faroe Islands
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain personal finance in simple terms,381,教育,3,0.81,33,法文,0.8568,3.86,Standard,1,6,2,Cook Islands
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about personal finance,192,專業寫作,5,1.61,25,法文,0.8247,3.65,Standard,0,6,3,Czech Republic
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain personal finance in simple terms,156,教育,3,0.81,18,法文,0.9041,3.48,Standard,0,7,3,Central African Republic
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about AI ethics,377,專業寫作,5,1.61,35,法文,0.9045,3.74,Standard,0,8,3,Turks and Caicos Islands
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Optimize this REST APIs code:,452,code優化,5,2.2,36,法文,0.9124,0.76,Instant,0,8,0,Vietnam
2,DeepSeek,1250000,125000,25000,0.02,0.95,General,How to implement neural networks in Python?,373,協助實作,5,2.2,44,英文,0.8744,0.74,Instant,0,6,3,Saint Helena
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Debug this error in neural networks:,341,debug,5,2.2,38,英文,0.8634,1.01,Instant,0,2,3,Cook Islands
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Explain REST APIs algorithm,188,解說演算法,5,2.2,13,德文,0.9254,1.01,Instant,1,2,1,Montenegro
2,DeepSeek,1250000,125000,25000,0.02,0.95,General,How to implement neural networks in Python?,330,協助實作,5,2.2,10,中文,0.906,1.01,Instant,1,8,0,United Kingdom
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Debug this error in neural networks:,330,debug,5,2.2,36,中文,0.8706,0.91,Instant,0,5,2,Turkmenistan
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Debug this error in neural networks:,326,debug,5,2.2,13,西班牙文,0.9493,0.67,Instant,0,10,0,Brunei Darussalam
2,DeepSeek,1250000,125000,25000,0.02,0.95,General,How to implement SQL optimization in Python?,127,協助實作,5,2.2,55,德文,0.892,0.84,Instant,0,9,2,Cocos (Keeling) Islands
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Optimize this neural networks code:,421,code優化,5,2.2,27,英文,0.871,0.74,Instant,0,1,3,Isle of Man
2,DeepSeek,1250000,125000,25000,0.02,0.95,General,How to implement SQL optimization in Python?,316,協助實作,5,2.2,36,中文,,0.84,Instant,0,8,3,Togo
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Debug this error in neural networks:,117,debug,5,2.2,48,法文,0.9428,0.93,Instant,0,5,1,Vanuatu
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Optimize this neural networks code:,332,code優化,4,1.8,17,英文,0.8999,0.65,Instant,0,10,2,Tanzania
2,DeepSeek,1250000,125000,25000,0.02,0.95,General,How to implement REST APIs in Python?,348,協助實作,5,2.2,51,德文,0.9167,0.66,Instant,0,8,2,Rwanda
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Optimize this SQL optimization code:,391,code優化,5,2.2,57,法文,0.932,0.93,Instant,1,7,0,Belize
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Optimize this SQL optimization code:,236,code優化,5,2.2,29,法文,0.867,1.01,Instant,0,1,3,France
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Optimize this SQL optimization code:,358,code優化,5,2.2,54,法文,0.8729,1.01,Instant,0,7,3,Bouvet Island (Bouvetoya)
2,DeepSeek,1250000,125000,25000,0.02,0.95,General,How to implement SQL optimization in Python?,181,協助實作,5,2.2,57,西班牙文,,0.71,Instant,0,7,2,Panama
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Debug this error in neural networks:,499,debug,5,2.2,39,西班牙文,0.9514,0.93,Instant,0,3,2,Brazil
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Debug this error in neural networks:,158,debug,5,2.2,12,德文,0.9193,0.65,Instant,0,5,3,Benin
2,DeepSeek,1250000,125000,25000,0.02,0.95,Technical,Debug this error in SQL optimization:,135,debug,4,1.8,56,德文,0.8684,0.64,Instant,0,5,1,Isle of Man
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Draft a professional email about climate change,444,專業寫作,4,1.06,17,中文,0.7949,4.25,Standard,0,5,0,Israel
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Explain AI ethics in simple terms,448,教育,3,0.66,29,德文,0.7685,4.44,Standard,0,7,3,Uruguay
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Explain personal finance in simple terms,150,教育,3,0.66,18,英文,0.8165,4.29,Standard,1,10,1,Algeria
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Explain climate change in simple terms,127,教育,4,1.06,24,英文,0.8431,4.22,Standard,0,4,3,Heard Island and McDonald Islands
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Write a blog post about AI ethics,329,生成內容,5,1.46,17,法文,0.8088,4.39,Standard,0,2,0,Macao
3,ChatGPT,800000,40000,40000,0.05,0.95,General,What are the 最好的做法 for AI ethics?,100,最好的做法,4,1.06,11,英文,0.8258,4.3,Standard,0,10,2,Trinidad and Tobago
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Explain AI ethics in simple terms,54,教育,4,1.06,22,西班牙文,0.829,4.28,Standard,0,10,1,Belgium
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Write a blog post about personal finance,303,生成內容,4,1.06,10,西班牙文,0.8208,4.13,Standard,0,7,1,Gambia
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Write a blog post about AI ethics,309,生成內容,5,1.46,36,德文,0.8293,4.31,Standard,0,7,2,Niger
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Explain climate change in simple terms,420,教育,5,1.46,18,中文,0.7627,4.37,Standard,0,5,0,Ukraine
1,DeepSeek,1100000,110000,22000,0.02,0.95,General,How to implement neural networks in Python?,220,協助實作,5,2.22,38,中文,0.8407,0.83,Instant,0,1,0,Moldova
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Explain SQL optimization algorithm,160,解說演算法,5,2.22,14,英文,0.9194,0.57,Instant,0,2,1,Cameroon
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Explain neural networks algorithm,467,解說演算法,5,2.22,47,中文,0.8688,0.49,Instant,1,9,0,Germany
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Optimize this REST APIs code:,226,code優化,5,2.22,52,英文,0.8603,0.67,Instant,1,5,0,Grenada
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Optimize this neural networks code:,76,code優化,5,2.22,50,德文,0.8783,0.75,Instant,0,4,3,Mozambique
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Debug this error in SQL optimization:,216,debug,5,2.22,45,中文,0.8916,0.64,Instant,0,7,2,Suriname
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Debug this error in SQL optimization:,191,debug,4,1.82,44,西班牙文,0.8437,0.63,Instant,0,4,0,Suriname
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Optimize this neural networks code:,339,code優化,5,2.22,60,中文,0.9174,0.85,Instant,0,9,1,Solomon Islands
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Debug this error in neural networks:,206,debug,5,2.22,33,法文,0.8446,0.63,Instant,0,10,1,Kenya
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Optimize this SQL optimization code:,383,code優化,4,1.82,46,英文,0.8311,0.55,Instant,0,9,1,Cyprus
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Optimize this SQL optimization code:,320,code優化,5,2.22,44,德文,0.9141,0.58,Instant,1,6,0,Benin
1,DeepSeek,1100000,110000,22000,0.02,0.95,General,How to implement neural networks in Python?,184,協助實作,5,2.22,39,法文,0.8774,0.53,Instant,0,1,1,Madagascar
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for climate change?,418,最好的做法,4,1.21,6,英文,0.8455,3.46,Standard,0,5,1,United Kingdom
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,373,專業寫作,5,1.61,32,英文,0.821,3.7,Standard,0,10,3,Lithuania
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about AI ethics,473,生成內容,3,0.81,31,英文,0.8517,3.77,Standard,0,5,0,Iran
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain AI ethics in simple terms,334,教育,4,1.21,24,德文,,3.8,Standard,0,2,0,Faroe Islands
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,417,專業寫作,4,1.21,19,德文,0.8717,3.59,Standard,0,5,3,Northern Mariana Islands
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about climate change,93,生成內容,5,1.61,13,法文,0.8282,3.83,Standard,0,7,0,Antarctica (the territory South of 60 deg S)
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain personal finance in simple terms,153,教育,3,0.81,10,西班牙文,0.8733,3.75,Standard,0,3,2,Turkey
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Debug this error in SQL optimization:,83,debug,5,2.22,11,德文,0.88,0.63,Instant,0,4,3,Somalia
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Optimize this REST APIs code:,256,code優化,5,2.22,28,英文,0.8766,0.62,Instant,0,10,0,Bahrain
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Optimize this neural networks code:,436,code優化,5,2.22,30,法文,0.9394,0.78,Instant,1,6,1,Brunei Darussalam
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Optimize this REST APIs code:,261,code優化,4,1.82,49,中文,0.9,0.73,Instant,0,10,1,Montenegro
6,DeepSeek,1850000,185000,37000,0.02,0.95,General,How to implement neural networks in Python?,418,協助實作,5,2.22,34,德文,0.923,0.9,Instant,0,10,1,Liechtenstein
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Explain SQL optimization algorithm,89,解說演算法,5,2.22,23,法文,0.9043,0.62,Instant,0,9,0,Bhutan
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Debug this error in SQL optimization:,392,debug,5,2.22,47,英文,0.8548,0.87,Instant,0,9,1,Bangladesh
6,DeepSeek,1850000,185000,37000,0.02,0.95,General,How to implement REST APIs in Python?,59,協助實作,5,2.22,19,西班牙文,0.9042,0.7,Instant,0,4,3,Monaco
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Explain REST APIs algorithm,468,解說演算法,5,2.22,19,法文,0.945,0.67,Instant,0,4,3,Benin
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Optimize this neural networks code:,253,code優化,4,1.82,40,西班牙文,0.9409,0.54,Instant,0,3,0,Libyan Arab Jamahiriya
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Optimize this SQL optimization code:,67,code優化,5,2.22,58,中文,0.8563,0.6,Instant,1,6,1,Greece
6,DeepSeek,1850000,185000,37000,0.02,0.95,Technical,Explain neural networks algorithm,271,解說演算法,5,2.22,20,法文,0.9335,0.76,Instant,0,1,2,Reunion
6,DeepSeek,1850000,185000,37000,0.02,0.95,General,How to implement REST APIs in Python?,157,協助實作,4,1.82,14,法文,0.8708,0.52,Instant,0,5,0,Liberia
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about personal finance,185,專業寫作,4,1.07,5,西班牙文,0.859,4.27,Standard,0,8,2,Lebanon
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about climate change,430,生成內容,5,1.47,10,德文,0.8291,4.19,Standard,0,7,0,Bulgaria
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about climate change,227,生成內容,4,1.07,10,德文,0.8238,4.25,Standard,0,2,3,Malaysia
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about climate change,453,專業寫作,4,1.07,35,中文,0.77,4.48,Standard,0,3,0,Costa Rica
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about climate change,62,專業寫作,4,1.07,11,英文,0.7741,4.47,Standard,0,3,2,Montenegro
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about climate change,151,生成內容,5,1.47,18,德文,0.8093,4.36,Standard,0,1,3,Sweden
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain climate change in simple terms,257,教育,3,0.67,30,德文,0.7958,4.27,Standard,0,7,2,Palestinian Territory
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain AI ethics in simple terms,218,教育,4,1.07,28,西班牙文,0.7926,4.15,Standard,0,5,3,Benin
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain personal finance in simple terms,241,教育,5,1.47,9,英文,0.7718,4.21,Standard,0,3,1,Hungary
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about personal finance,223,生成內容,3,0.67,14,德文,0.802,4.4,Standard,0,6,1,South Africa
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about personal finance,350,專業寫作,3,0.67,26,英文,,4.37,Standard,1,2,0,Cocos (Keeling) Islands
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain SQL optimization algorithm,465,解說演算法,5,2.24,41,中文,0.924,0.74,Instant,0,3,0,Falkland Islands (Malvinas)
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Debug this error in neural networks:,132,debug,4,1.84,21,西班牙文,0.9386,0.69,Instant,0,2,2,Lithuania
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Debug this error in REST APIs:,486,debug,5,2.24,56,西班牙文,0.9468,0.63,Instant,0,1,1,Tuvalu
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Optimize this SQL optimization code:,223,code優化,5,2.24,42,德文,0.9116,0.64,Instant,0,6,1,Peru
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain REST APIs algorithm,444,解說演算法,5,2.24,18,法文,0.9532,0.73,Instant,0,3,3,Albania
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Debug this error in neural networks:,215,debug,5,2.24,21,德文,0.9899,0.79,Instant,0,10,0,French Southern Territories
3,DeepSeek,1400000,140000,28000,0.02,0.95,General,How to implement SQL optimization in Python?,122,協助實作,5,2.24,20,法文,0.9466,0.6,Instant,0,6,0,Tonga
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain neural networks algorithm,281,解說演算法,5,2.24,57,西班牙文,0.9876,0.8,Instant,0,2,2,Uganda
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Debug this error in neural networks:,209,debug,5,2.24,60,德文,0.9901,0.61,Instant,0,4,2,North Macedonia
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Debug this error in SQL optimization:,208,debug,4,1.84,15,中文,0.9878,0.59,Instant,1,7,2,Zambia
3,DeepSeek,1400000,140000,28000,0.02,0.95,General,How to implement neural networks in Python?,478,協助實作,5,2.24,27,英文,0.9754,0.53,Instant,0,5,1,Kazakhstan
3,DeepSeek,1400000,140000,28000,0.02,0.95,General,How to implement neural networks in Python?,374,協助實作,5,2.24,38,法文,0.9243,0.72,Instant,0,9,2,Azerbaijan
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Optimize this REST APIs code:,93,code優化,5,2.24,30,英文,0.9444,0.61,Instant,0,4,0,Comoros
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,340,專業寫作,4,0.97,24,中文,0.7785,4.6,Standard,0,7,0,Aruba
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about personal finance,377,專業寫作,3,0.57,16,法文,0.7929,4.76,Standard,1,6,2,Faroe Islands
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for climate change?,481,最好的做法,5,1.37,38,中文,0.7625,4.61,Standard,1,3,1,Kenya
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about personal finance,278,專業寫作,4,0.97,25,中文,0.7753,4.78,Standard,0,2,0,Djibouti
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about AI ethics,233,專業寫作,3,0.57,25,中文,0.7339,4.6,Standard,0,8,1,Sao Tome and Principe
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about AI ethics,499,專業寫作,3,0.57,15,西班牙文,0.7562,4.73,Standard,0,3,1,Guadeloupe
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about personal finance,335,專業寫作,4,0.97,22,西班牙文,0.7815,4.52,Standard,0,7,2,Angola
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain AI ethics in simple terms,482,教育,5,1.37,32,中文,0.7373,4.75,Standard,0,4,2,Antigua and Barbuda
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for AI ethics?,424,最好的做法,3,0.57,35,中文,0.7551,4.58,Standard,0,5,3,Liberia
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain climate change in simple terms,169,教育,5,1.37,20,西班牙文,0.8044,4.57,Standard,0,5,2,Norway
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,211,專業寫作,5,1.37,23,中文,0.739,4.85,Standard,0,1,3,Argentina
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain personal finance in simple terms,286,教育,5,1.37,21,英文,0.8212,4.54,Standard,0,5,1,Uzbekistan
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,319,專業寫作,5,1.37,30,德文,0.7429,4.75,Standard,0,6,0,Korea
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for personal finance?,206,最好的做法,5,1.37,19,中文,,4.59,Standard,1,6,3,Mali
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain personal finance in simple terms,454,教育,4,0.97,8,英文,0.7992,4.65,Standard,0,4,2,Papua New Guinea
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain AI ethics in simple terms,385,教育,4,0.97,33,英文,0.7683,4.57,Standard,1,4,3,Saint Kitts and Nevis
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about climate change,181,生成內容,4,0.97,27,中文,0.8221,4.59,Standard,0,7,3,Sudan
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for climate change?,385,最好的做法,4,0.97,10,法文,0.8119,4.57,Standard,0,3,0,Slovakia (Slovak Republic)
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about personal finance,323,生成內容,3,0.57,24,西班牙文,0.7577,4.68,Standard,0,9,3,Guyana
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about climate change,250,生成內容,5,1.37,22,英文,0.7619,4.78,Standard,0,2,0,Tonga
4,DeepSeek,1550000,155000,31000,0.02,0.95,General,How to implement SQL optimization in Python?,169,協助實作,5,2,19,西班牙文,0.8834,1.78,Fast,1,2,3,Saint Lucia
4,DeepSeek,1550000,155000,31000,0.02,0.95,General,How to implement REST APIs in Python?,420,協助實作,4,1.6,42,法文,0.9499,1.73,Fast,0,4,3,Afghanistan
4,DeepSeek,1550000,155000,31000,0.02,0.95,Technical,Optimize this REST APIs code:,162,code優化,5,2,11,西班牙文,0.9265,2.02,Fast,0,3,1,United States Minor Outlying Islands
4,DeepSeek,1550000,155000,31000,0.02,0.95,Technical,Optimize this neural networks code:,356,code優化,4,1.6,42,英文,0.8961,1.99,Fast,0,4,2,Kuwait
4,DeepSeek,1550000,155000,31000,0.02,0.95,Technical,Debug this error in SQL optimization:,195,debug,4,1.6,39,法文,0.8842,1.86,Fast,0,5,3,Kazakhstan
4,DeepSeek,1550000,155000,31000,0.02,0.95,Technical,Debug this error in SQL optimization:,107,debug,4,1.6,20,西班牙文,0.8827,1.66,Fast,0,2,3,Lao People's Democratic Republic
4,DeepSeek,1550000,155000,31000,0.02,0.95,Technical,Debug this error in REST APIs:,235,debug,5,2,41,英文,0.9463,1.85,Fast,0,6,0,United Arab Emirates
4,DeepSeek,1550000,155000,31000,0.02,0.95,General,How to implement SQL optimization in Python?,397,協助實作,5,2,38,法文,0.8848,1.89,Fast,0,3,2,Morocco
4,DeepSeek,1550000,155000,31000,0.02,0.95,General,How to implement SQL optimization in Python?,165,協助實作,5,2,26,中文,0.9388,1.88,Fast,0,1,2,South Africa
